_id,OBJECTID,ID,ADDRESSNUMBERTEXT,ADDRESSSTREET,FRONTINGSTREET,SIDE,FROMSTREET,DIRECTION,SITEID,WARD,BIA,ASSETTYPE,STATUS,BARCODE,SDE_STATE_ID,X,Y,LONGITUDE,LATITUDE,geometry
73254,729,PO-00758,2155,Lawrence Ave E,Birchmount Rd,West,Lawrence Ave E,South,13666.0,21,Wexford Heights,PPC,Existing,M3713666,0,322121.93,4845276.782,-79.28492189100001,43.747245502,"{u'type': u'Point', u'coordinates': (-79.2849218848, 43.7472455053)}"
73255,730,PO-00762,920,Brimley Rd,Lawrence Ave E,North,Brimley Rd,West,13668.0,21,,PPC,Existing,M3713668,0,324471.595,4845987.177,-79.255721465,43.753581235,"{u'type': u'Point', u'coordinates': (-79.2557214595, 43.7535812354)}"
73256,731,PO-00763,3750,Lawrence Ave E,Lawrence Ave E,North,Scarborough Golf Club Rd,East,13669.0,24,,PPC,Existing,M4313669,0,327707.358,4846946.313999999,-79.215499849,43.762121568999994,"{u'type': u'Point', u'coordinates': (-79.2154998537, 43.7621215669)}"
73257,732,PO-00765,2100,Ellesmere Rd,Markham Rd,West,Ellesmere Rd,North,13671.0,24,,PPC,Existing,M3813671,0,326369.972,4848563.216,-79.23204449800001,43.776715553,"{u'type': u'Point', u'coordinates': (-79.2320444979, 43.7767155593)}"
73258,733,PO-00766,1901,Ellesmere Rd,Bellamy Rd N,East,Ellesmere Rd,South,13672.0,24,,PPC,Existing,M3813672,0,325610.05,4848270.964,-79.241495952,43.774106721,"{u'type': u'Point', u'coordinates': (-79.2414959536, 43.77410672)}"
73259,734,PO-00767,5200,Finch Ave E,Finch Ave E,North,Middlefield Rd,East,13673.0,23,,PPC,Existing,M4113673,0,324329.714,4852273.235,-79.257254472,43.810166247,"{u'type': u'Point', u'coordinates': (-79.2572544728, 43.8101662514)}"
73260,735,PO-00769,300,Bridletowne Crcl,Warden Ave,West,Bridletowne Crcl,North,13675.0,22,,PPC,Existing,M3913675,0,319754.791,4850290.068,-79.31417370000001,43.792422243000004,"{u'type': u'Point', u'coordinates': (-79.3141736951, 43.7924222469)}"
73261,736,PO-00770,3245,Finch Ave E,Finch Ave E,South,Bridletowne Crcl,West,13676.0,22,,PPC,Existing,M4013676,0,319310.641,4850645.109,-79.31968301100001,43.79562684,"{u'type': u'Point', u'coordinates': (-79.3196830096, 43.7956268427)}"
73262,737,PO-00771,,,Steeles Ave E,South,Warden Ave,West,13677.0,22,,PPC,Existing,M3913677,0,318885.293,4853282.898,-79.324899242,43.819377982,"{u'type': u'Point', u'coordinates': (-79.3248992426, 43.8193779851)}"
73263,738,PO-00773,395,Bamburgh Crcl,Warden Ave,East,Bamburgh Crcl,South,13679.0,22,,PPC,Existing,M3913679,0,318928.938,4852916.545,-79.324366342,43.816079588,"{u'type': u'Point', u'coordinates': (-79.3243663399, 43.8160795892)}"
73264,739,PO-00775,,,Brimley Rd,West,Alexmuir Blvd,South,13681.0,23,,PPC,Existing,M4113681,0,322514.61699999997,4852351.075,-79.27981255600001,43.81091258399999,"{u'type': u'Point', u'coordinates': (-79.2798125621, 43.8109125839)}"
73265,740,PO-00776,3030,Midland Ave,Finch Ave E,South,Midland Ave,West,13682.0,22,,PPC,Existing,M4113682,0,321970.132,4851530.704,-79.286606596,43.803541216000006,"{u'type': u'Point', u'coordinates': (-79.2866065916, 43.8035412211)}"
73266,741,PO-00162,230,Town Centre Crt,Borough Dr,West,Town Centre Crt,North,1456.0,21,,PPC,Existing,M3801456,0,324619.69399999996,4848319.183,-79.253796335,43.7745679,"{u'type': u'Point', u'coordinates': (-79.2537963367, 43.7745679055)}"
73267,742,PO-00161,85,Ellesmere Rd,Victoria Park Ave,East,Ellesmere Rd,South,1415.0,21,,PPC,Existing,M3701415,0,319699.355,4846428.217,-79.314969742,43.757662392,"{u'type': u'Point', u'coordinates': (-79.3149697434, 43.7576623915)}"
73268,743,PO-01139,1889,Queen St E,Queen St E,South,Woodbine Ave,East,14910.0,19,The Beach,PPC,Existing,M1914910,0,320498.972,4836556.71,-79.305327452,43.668790376000004,"{u'type': u'Point', u'coordinates': (-79.305327453, 43.6687903787)}"
73269,744,PO-01134,412,Front St E,Cooperage St,West,Front St E,North,14905.0,13,,PPC,Existing,M1314905,0,316336.865,4834813.404,-79.356976054,43.653174573,"{u'type': u'Point', u'coordinates': (-79.3569760515, 43.6531745725)}"
73270,745,PO-01153,1195,Wilson Ave,Wilson Ave,South,Morton Shulman Ave,East,14921.0,6,,PPC,Existing,M0614921,0,305997.539,4842879.922,-79.485136017,43.72587222,"{u'type': u'Point', u'coordinates': (-79.4851360176, 43.7258722209)}"
73271,746,PO-01146,3395,Lawrence Ave E,Lawrence Ave E,South,Greencedar Crct,East,14915.0,24,,PPC,Existing,M2414915,0,326315.127,4846495.383,-79.23280867,43.758104423999995,"{u'type': u'Point', u'coordinates': (-79.2328086728, 43.758104428)}"
73272,747,PO-01141,1733,Queen St E,Northern Dancer Blvd,East,Queen St E,South,14912.0,19,,PPC,Existing,M1914912,0,320022.407,4836387.004,-79.31124177699999,43.667272714,"{u'type': u'Point', u'coordinates': (-79.3112417746, 43.6672727179)}"
73273,751,PO-01144,2900,Steeles Ave E,Steeles Ave E,North,Townsend Rd,West,14913.0,17,,PPC,Existing,M1714913,0,316236.691,4852456.107,-79.35784278199999,43.811981681000006,"{u'type': u'Point', u'coordinates': (-79.3578427765, 43.8119816826)}"
73274,753,PO-01152,,,Eastern Ave Diversion,North,St Lawrence St,West,14941.0,13,,PPC,Existing,M1314941,0,316446.79,4834987.863,-79.35560954,43.65474322,"{u'type': u'Point', u'coordinates': (-79.3556095395, 43.6547432219)}"
73275,754,PO-01148,121,Ling Rd,Lawrence Ave E,South,Ling Rd,East,14917.0,25,,PPC,Existing,M2514917,0,330401.293,4847749.188999999,-79.182004472,43.769260095,"{u'type': u'Point', u'coordinates': (-79.182004469, 43.7692601002)}"
73276,755,PO-01150,100,York Gate Blvd,Jane St,West,York Gate Blvd,North,14919.0,7,,PPC,Existing,M0714919,0,303270.155,4846912.859,-79.519000072,43.762172935,"{u'type': u'Point', u'coordinates': (-79.5190000776, 43.7621729341)}"
73277,758,PO-01161,310,Rustic Rd,Rustic Rd,North,Culford Rd,East,15273.0,5,,PPC,Existing,M0515273,0,305548.007,4841707.72,-79.49071728,43.715321523,"{u'type': u'Point', u'coordinates': (-79.490717286, 43.7153215268)}"
73278,759,PO-01158,320,Culford Rd,Culford Rd,West,Rustic Rd,North,15229.0,5,,PPC,Existing,M0515229,0,305513.122,4841786.491,-79.4911501,43.716030593,"{u'type': u'Point', u'coordinates': (-79.491150102, 43.7160305992)}"
73279,760,PO-01159,2331,Kingston Rd,Kingston Rd,South,Ridgemoor Ave,,15236.0,20,,PPC,Existing,M2015236,0,324916.768,4840857.156,-79.250385273,43.707393203,"{u'type': u'Point', u'coordinates': (-79.2503852755, 43.7073932035)}"
73280,761,PO-01160,2477,Kingston Rd,Kingston Rd,South,Kelsonia Ave,West,15237.0,20,,PPC,Existing,M2015237,0,325049.376,4841151.133,-79.2487288,43.710035733000005,"{u'type': u'Point', u'coordinates': (-79.2487287984, 43.7100357391)}"
73281,763,PO-01157,495,Wilson Ave,Wilson Ave,South,Champlain Blvd,West,15212.0,6,,PPC,Existing,M1015212,0,309207.441,4843881.636,-79.445286175,43.734876753,"{u'type': u'Point', u'coordinates': (-79.4452861738, 43.7348767551)}"
73282,764,PO-00796,3028,Bloor St W,Bloor St W,North,Royal York Rd,West,13817.0,3,The Kingsway,PPC,Existing,M0513817,0,303825.833,4834150.757,-79.512075688,43.64729868,"{u'type': u'Point', u'coordinates': (-79.5120756926, 43.6472986811)}"
73283,766,PO-00818,31,Glen Watford Dr,Glen Watford Dr,East,Rural Ave,North,13849.0,23,,PPC,Existing,M4113849,0,322803.848,4849807.409,-79.27630297600001,43.788009919,"{u'type': u'Point', u'coordinates': (-79.2763029709, 43.7880099189)}"
73284,770,PO-00164,1872,Kennedy Rd,Ellesmere Rd,North,Kennedy Rd,West,1498.0,21,Kennedy Road,PPC,Existing,M4001498,0,322401.337,4847353.336,-79.281384605,43.765930247,"{u'type': u'Point', u'coordinates': (-79.2813846084, 43.7659302524)}"
73285,771,PO-00177,1718,Dundas St W,Dundas St W,North,St Clarens Ave,West,7944.0,9,Little Portugal,PPC,Existing,M1807944,0,309767.07899999997,4834468.002,-79.438425605,43.650138368,"{u'type': u'Point', u'coordinates': (-79.4384256041, 43.6501383735)}"
73286,772,PO-00188,4A,Spadina Ave,Fort York Blvd,North,Spadina Ave,West,7955.0,10,CityPlace and Fort York,PPC,Existing,M2007955,0,313394.519,4833411.743,-79.39347490600001,43.640597543999995,"{u'type': u'Point', u'coordinates': (-79.3934749061, 43.6405975473)}"
73287,773,PO-00262,175,Main St,Gerrard St E,North,Main St,East,8165.0,19,,PPC,Existing,M3208165,0,320934.08,4838260.208000001,-79.299881044,43.684114699,"{u'type': u'Point', u'coordinates': (-79.2998810476, 43.6841147001)}"
73288,774,PO-00056,26,Duncan St,Duncan St,West,Nelson St,South,7389.0,10,Toronto Entertainment District,PPC,Existing,M2007389,0,313760.458,4834303.125,-79.388924483,43.648616876999995,"{u'type': u'Point', u'coordinates': (-79.3889244867, 43.6486168753)}"
73289,776,PO-00238,410,Spadina Ave,Spadina Ave,West,Nassau St,North,8138.0,11,Chinatown,PPC,Existing,M2008138,0,312904.437,4835142.316000001,-79.399523272,43.65618054,"{u'type': u'Point', u'coordinates': (-79.3995232735, 43.6561805405)}"
73290,777,PO-00018,342,Queen St W,Queen St W,North,Spadina Ave,East,7300.0,10,Queen Street West,PPC,Existing,M2007300,0,313257.757,4834359.1680000005,-79.395155178,43.649127224,"{u'type': u'Point', u'coordinates': (-79.3951551743, 43.6491272229)}"
73291,778,PO-00437,195,The Donway W,Lawrence Ave E,South,The Donway E,East,8311.0,16,,PPC,Existing,M2508311,0,317191.357,4844067.021000001,-79.346170077,43.736455027,"{u'type': u'Point', u'coordinates': (-79.346170073, 43.7364550279)}"
73292,779,PO-00459,3011,Sheppard Ave E,Sheppard Ave E,South,Pharmacy Ave,West,8336.0,22,,PPC,Existing,M4008336,0,319447.363,4848501.588,-79.318042575,43.776330093999995,"{u'type': u'Point', u'coordinates': (-79.3180425715, 43.7763300996)}"
73293,780,PO-00472,1690,Jane St,Jane St,West,Lawrence Ave W,North,8347.0,5,,PPC,Existing,,0,304476.632,4840367.063999999,-79.504012173,43.703254224,"{u'type': u'Point', u'coordinates': (-79.504012169, 43.7032542291)}"
73294,781,PO-00532,1303,Kennedy Rd,Kennedy Rd,East,Munham Gt,North,8629.0,21,Kennedy Road,PPC,Existing,M3708629,0,322628.153,4846646.0030000005,-79.278590964,43.759558038,"{u'type': u'Point', u'coordinates': (-79.2785909686, 43.7595580427)}"
73295,782,PO-00576,750,Davenport Rd,Davenport Rd,North,Bathurst St,West,12931.0,12,,PPC,Existing,M2112931,0,311522.644,4837432.555,-79.41662584,43.676809498000004,"{u'type': u'Point', u'coordinates': (-79.4166258403, 43.6768095027)}"
73296,783,PO-00571,310,Danforth Ave,Danforth Ave,North,Jackman Ave,West,12776.0,14,Broadview Danforth,PPC,Existing,M2912776,0,316606.951,4837495.855,-79.353569097,43.677315902,"{u'type': u'Point', u'coordinates': (-79.3535690924, 43.677315903)}"
73297,784,PO-00582,3053,Lake Shore Blvd W,Eleventh St,West,Lake Shore Blvd W,South,13070.0,3,Lakeshore Village,PPC,Existing,M0613070,0,304018.01300000004,4828838.772,-79.509685764,43.59948358,"{u'type': u'Point', u'coordinates': (-79.5096857658, 43.5994835856)}"
73298,786,PO-00973,42,Guildpark Ptwy,Kingston Rd,North,Cromwell Rd,West,,24,,Collar,Existing,,0,328439.684,4845535.265,-79.206466871,43.749397601999995,"{u'type': u'Point', u'coordinates': (-79.2064668671, 43.7493976062)}"
73299,795,PO-01052,131,Finch Ave W,Edithvale Dr,East,Finch Ave W,South,14293.0,18,,PPC,Existing,M2314293,0,310698.01399999997,4848521.742,-79.426731319,43.77663286399999,"{u'type': u'Point', u'coordinates': (-79.4267313206, 43.7766328633)}"
73300,797,PO-01103,2896,Lake Shore Blvd W,Lake Shore Blvd W,North,Sixth St,East,14508.0,3,Lakeshore Village,PPC,Existing,M0614508,0,304481.644,4829025.276000001,-79.503943299,43.601162728999995,"{u'type': u'Point', u'coordinates': (-79.5039432975, 43.6011627326)}"
73301,798,PO-01107,661,University Ave,College St,South,University Ave,East,13220.0,11,,PPC,Existing,M2013220,0,313685.732,4835557.482,-79.389830167,43.659908665,"{u'type': u'Point', u'coordinates': (-79.3898301634, 43.6599086635)}"
73302,799,PO-00043,383,King St W,King St W,South,Charlotte St,East,7376.0,10,Toronto Entertainment District,PPC,Temporarily Removed,M2007376,0,313399.327,4833981.395,-79.393406253,43.64572513,"{u'type': u'Point', u'coordinates': (-79.3934062475, 43.6457251328)}"
73303,800,PO-00314,255,Mc Caul St,Mc Caul St,North,Orde St,East,8087.0,11,,PPC,Existing,M2008087,0,313427.281,4835378.795,-79.393037419,43.658303284,"{u'type': u'Point', u'coordinates': (-79.3930374204, 43.6583032859)}"
73304,801,PO-00324,3199,Lake Shore Blvd W,Lake Shore Blvd W,South,Twenty Third St,East,8209.0,3,,PPC,Existing,M0608209,0,303126.053,4828589.508,-79.520732899,43.597238381000004,"{u'type': u'Point', u'coordinates': (-79.5207328967, 43.5972383802)}"
73305,802,PO-00337,4242,Dundas St W,Dundas St W,North,Dundas W Royal York N Ramp,East,8222.0,2,,PPC,Existing,M0408222,0,303695.851,4835507.256,-79.51368970899999,43.659508825,"{u'type': u'Point', u'coordinates': (-79.5136897119, 43.6595088303)}"
73306,803,PO-00351,270,Scarlett Rd,Scarlett Rd,West,East Dr,North,8239.0,5,,PPC,Existing,M1108239,0,304295.466,4837455.882,-79.506257253,43.67704971,"{u'type': u'Point', u'coordinates': (-79.5062572504, 43.6770497103)}"
73307,804,PO-00360,2692,Eglinton Ave E,Eglinton Ave E,North,Brimley Rd,West,8283.0,21,,PPC,Existing,M3708283,0,325059.893,4844119.103,-79.248486558,43.736750617,"{u'type': u'Point', u'coordinates': (-79.2484865536, 43.7367506221)}"
73308,809,PO-00328,351,The West Mall,The West Mall,East,Eva Rd,South,8213.0,2,,PPC,Existing,M0308213,0,299590.628,4833239.035,-79.564566134,43.63907433,"{u'type': u'Point', u'coordinates': (-79.5645661302, 43.639074336)}"
73309,810,PO-00338,399,The West Mall,The West Mall,East,Burnhamthorpe Rd,South,8224.0,2,,PPC,Existing,M0308224,0,299406.331,4833839.77,-79.566856344,43.644480461,"{u'type': u'Point', u'coordinates': (-79.5668563433, 43.6444804603)}"
73310,811,PO-00273,2442,Bloor St W,Bloor St W,North,Riverview Gdns,East,8175.0,4,Bloor West Village,PPC,Existing,M1308175,0,306001.54,4834345.259,-79.485105374,43.649049126,"{u'type': u'Point', u'coordinates': (-79.4851053782, 43.649049132)}"
73311,812,PO-00268,1900,Queen St E,Queen St E,North,Woodbine Ave,East,8171.0,19,The Beach,PPC,Temporarily Removed,M3208171,0,320486.189,4836567.577,-79.305485645,43.668888466000006,"{u'type': u'Point', u'coordinates': (-79.3054856498, 43.6688884655)}"
73312,813,PO-00387,39,Wayside Ave,Finch Ave E,North,Kennedy Rd,West,8343.0,22,,PPC,Existing,M3908343,0,321127.5,4851279.1389999995,-79.297086567,43.801295938,"{u'type': u'Point', u'coordinates': (-79.2970865672, 43.8012959417)}"
73313,814,PO-00399,5090,Yonge St,Yonge St,West,North York Blvd,North,8025.0,18,,PPC,Existing,M2308025,0,311834.632,4847518.062,-79.412624739,43.767588653999994,"{u'type': u'Point', u'coordinates': (-79.4126247365, 43.767588657)}"
73314,815,PO-00474,2316,Finch Ave W,Finch Ave W,North,Weston Rd,East,8349.0,7,Emery Village,PPC,Existing,M0708349,0,301439.682,4845820.07,-79.541726993,43.752330493,"{u'type': u'Point', u'coordinates': (-79.5417269973, 43.7523304927)}"
73315,816,PO-00492,196,Eglinton Ave E,Eglinton Ave E,North,Redpath Ave,East,8020.0,12,,PPC,Existing,M2208020,0,313484.637,4840908.541,-79.392237251,43.708077478999996,"{u'type': u'Point', u'coordinates': (-79.3922372523, 43.7080774851)}"
73316,817,PO-00506,2444,Dufferin St,Dufferin St,West,Schell Ave,South,8439.0,8,Fairbank Village,PPC,Existing,M1508439,0,308721.272,4839821.755,-79.451351031,43.698335468,"{u'type': u'Point', u'coordinates': (-79.4513510314, 43.6983354672)}"
73317,818,PO-00519,7,Replin Rd,Replin Rd,East,Tapestry Lane,South,1024.0,8,,PPC,Existing,M1501024,0,309397.46,4842012.445,-79.44294326,43.71805057,"{u'type': u'Point', u'coordinates': (-79.4429432575, 43.7180505712)}"
73318,819,PO-00529,2730,Markham Rd,Markham Rd,West,Nashdene Rd,North,8626.0,23,,PPC,Existing,M4108626,0,325191.972,4853416.784,-79.246493559,43.820436085,"{u'type': u'Point', u'coordinates': (-79.2464935562, 43.8204360842)}"
73319,820,PO-00601,1260,Dufferin St,Dufferin St,West,Dupont St,South,13433.0,9,,PPC,Existing,M1813433,0,309748.143,4836376.912,-79.438642845,43.66732125,"{u'type': u'Point', u'coordinates': (-79.4386428495, 43.6673212532)}"
73320,821,PO-00608,40,Gould St,Gould St,North,Church St,West,13387.0,13,,PPC,Existing,M2713387,0,314526.7,4835337.7360000005,-79.379407396,43.657920129,"{u'type': u'Point', u'coordinates': (-79.3794073939, 43.6579201335)}"
73321,822,PO-00613,890,King St W,King St W,North,Stanley Ter,East,13392.0,10,,PPC,Existing,M1913392,0,312061.80600000004,4833622.244,-79.409990419,43.642506543,"{u'type': u'Point', u'coordinates': (-79.4099904176, 43.6425065424)}"
73322,823,PO-00619,150,Blake St,Blake St,West,Strathcona Ave,South,13411.0,14,,PPC,Existing,M3013411,0,317714.159,4837365.424,-79.339840567,43.676123443,"{u'type': u'Point', u'coordinates': (-79.3398405688, 43.6761234415)}"
73323,825,PO-00159,63,Pharmacy Ave,Pharmacy Ave,East,Newport Ave,South,1336.0,20,,PPC,Existing,M3501336,0,322186.365,4839448.964,-79.284310108,43.694786721999996,"{u'type': u'Point', u'coordinates': (-79.2843101026, 43.6947867251)}"
73324,826,PO-00206,1470,Yonge St,Yonge St,West,St Clair Ave W,South,8018.0,12,Yonge & St. Clair,PPC,Existing,M2208018,0,313312.748,4838744.053,-79.394404323,43.688596333999996,"{u'type': u'Point', u'coordinates': (-79.3944043189, 43.6885963347)}"
73325,831,PO-00736,111,St George St,St George St,East,Sussex Ave,North,13564.0,11,,PPC,Existing,M2013564,0,312934.541,4836233.016,-79.399133622,43.665997956999995,"{u'type': u'Point', u'coordinates': (-79.3991336176, 43.6659979629)}"
73326,832,PO-00742,320,Huron St,Harbord St,South,Huron St,West,13570.0,11,,PPC,Existing,M2013570,0,312835.765,4835939.726,-79.400362781,43.663359036,"{u'type': u'Point', u'coordinates': (-79.4003627812, 43.6633590384)}"
73327,833,PO-00309,600,University Ave,University Ave,West,Gerrard St W,South,8082.0,11,,PPC,Temporarily Removed,M2008082,0,313703.665,4835261.59,-79.389612705,43.657245024,"{u'type': u'Point', u'coordinates': (-79.3896127008, 43.657245027)}"
73328,834,PO-01147,640,Markham Rd,Lawrence Ave E,North,Markham Rd,West,14916.0,24,,PPC,Existing,M2414916,0,326862.17699999997,4846687.536,-79.22600717,43.759817926000004,"{u'type': u'Point', u'coordinates': (-79.2260071702, 43.7598179305)}"
73329,836,PO-01140,2218,Queen St E,Queen St E,North,Beech Ave,West,14911.0,19,The Beach,PPC,Existing,M1914911,0,321877.507,4836981.447,-79.288219826,43.672583159,"{u'type': u'Point', u'coordinates': (-79.2882198219, 43.6725831607)}"
73330,838,PO-01115,35,Raven Rd,Maidstone St,West,Raven Rd,South,14737.0,5,,PPC,Existing,M1214737,0,304472.908,4841546.885,-79.504059097,43.713874113,"{u'type': u'Point', u'coordinates': (-79.5040590909, 43.713874114)}"
73331,839,PO-00800,2,Elmbrook Cres,Renforth Dr,West,Elmbrook Cres,North,13820.0,2,,PPC,Existing,M0313820,0,298059.101,4835579.467,-79.583577406,43.660129092,"{u'type': u'Point', u'coordinates': (-79.5835774101, 43.6601290935)}"
73332,841,PO-00815,20,Canadian Rd,Canadian Rd,North,Warden Ave,East,13846.0,21,,PPC,Existing,M3713846,0,321036.702,4846704.985,-79.29835339899999,43.760125525,"{u'type': u'Point', u'coordinates': (-79.2983533959, 43.7601255248)}"
73333,842,PO-00824,1515,Albion Rd,Albion Rd,South,Kipling Ave,West,13831.0,1,,PPC,Existing,M0113831,0,298065.913,4844458.713,-79.583603931,43.740053668,"{u'type': u'Point', u'coordinates': (-79.5836039341, 43.7400536737)}"
73334,848,PO-00782,141,Wilson Ave,Wilson Ave,South,Belgrave Ave,West,13807.0,8,,PPC,Existing,M1613807,0,311361.348,4844503.972,-79.418540072,43.740462608,"{u'type': u'Point', u'coordinates': (-79.4185400723, 43.740462608)}"
73335,849,PO-00014,242,Queen St W,Queen St W,North,John St,West,7296.0,10,Queen Street West,PPC,Existing,M2007296,0,313553.897,4834439.962,-79.391482835,43.64985105,"{u'type': u'Point', u'coordinates': (-79.3914828334, 43.6498510519)}"
73336,850,PO-00028,320,Adelaide St W,Adelaide St W,North,Widmer St,West,7310.0,10,Toronto Entertainment District,PPC,Existing,M2007310,0,313519.357,4834186.5430000005,-79.391915097,43.647570342,"{u'type': u'Point', u'coordinates': (-79.3919150962, 43.647570345)}"
73337,851,PO-00047,69,Spadina Ave,Spadina Ave,North,King St W,East,7380.0,10,Toronto Entertainment District,PPC,Existing,M2007380,0,313274.423,4833983.176,-79.39495448,43.645742595,"{u'type': u'Point', u'coordinates': (-79.3949544761, 43.6457425974)}"
